...1,AphiaID_host,scientificname,valid_AphiaID,valid_name,isMarine,isBrackish,isFreshwater,taxon_path
4152,1021700,Labeo altivelis,1021700,Labeo altivelis,0,0,1,Animalia|Chordata|Teleostei|Cypriniformes|Cyprinidae|Labeo|Labeo altivelis
4153,1421109,Barbus zanzibaricus,1421108,Enteromius zanzibaricus,0,0,1,Animalia|Chordata|Teleostei|Cypriniformes|Cyprinidae|Barbus|Enteromius zanzibaricus
4154,1017093,Labeo rosae,1017093,Labeo rosae,0,0,1,Animalia|Chordata|Teleostei|Cypriniformes|Cyprinidae|Labeo|Labeo rosae
4155,1019408,Barbus holubi,1017490,Labeobarbus aeneus,0,0,1,Animalia|Chordata|Teleostei|Cypriniformes|Cyprinidae|Barbus|Labeobarbus aeneus
4156,1019406,Labeo capensis,1019406,Labeo capensis,0,0,1,Animalia|Chordata|Teleostei|Cypriniformes|Cyprinidae|Labeo|Labeo capensis
4157,1017468,Labeo rubropunctatus,1017303,Labeo congoro,0,0,1,Animalia|Chordata|Teleostei|Cypriniformes|Cyprinidae|Labeo|Labeo congoro
4158,1017481,Labeo umbratus,1017481,Labeo umbratus,0,0,1,Animalia|Chordata|Teleostei|Cypriniformes|Cyprinidae|Labeo|Labeo umbratus
4159,1017459,Barbus marequensis,1026324,Labeobarbus marequensis,0,0,1,Animalia|Chordata|Teleostei|Cypriniformes|Cyprinidae|Barbus|Labeobarbus marequensis
4160,1422592,Lepomis miniatus,1422592,Lepomis miniatus,0,0,1,Animalia|Chordata|Teleostei|Centrarchiformes|Centrarchidae|Lepomis|Lepomis miniatus
4161,159985,Rhinichthys atratulus,159985,Rhinichthys atratulus,0,0,1,Animalia|Chordata|Teleostei|Cypriniformes|Cyprinidae|Rhinichthys|Rhinichthys atratulus
4162,154221,Umbra pygmaea,154221,Umbra pygmaea,0,0,1,Animalia|Chordata|Teleostei|Esociformes|Umbridae|Umbra|Umbra pygmaea
4163,157877,Amia calva,157877,Amia calva,0,0,1,Animalia|Chordata|Holostei|Amiiformes|Amiidae|Amia|Amia calva
4164,1020955,Notropis stramineus,1020955,Notropis stramineus,0,0,1,Animalia|Chordata|Teleostei|Cypriniformes|Cyprinidae|Notropis|Notropis stramineus
4165,1011389,Schizodon intermedius,1011389,Schizodon intermedius,0,0,1,Animalia|Chordata|Teleostei|Characiformes|Anostomidae|Schizodon|Schizodon intermedius
4166,1044794,Barbus luteus,1012174,Carasobarbus luteus,0,0,1,Animalia|Chordata|Teleostei|Cypriniformes|Cyprinidae|Barbus|Carasobarbus luteus
4167,1019274,Barbus sharpeyi,1026351,Mesopotamichthys sharpeyi,0,0,1,Animalia|Chordata|Teleostei|Cypriniformes|Cyprinidae|Barbus|Mesopotamichthys sharpeyi
4168,1044795,Barbus xanthopterus,1022123,Luciobarbus xanthopterus,0,0,1,Animalia|Chordata|Teleostei|Cypriniformes|Cyprinidae|Barbus|Luciobarbus xanthopterus
4169,991273,Maccullochella peelii,991273,Maccullochella peelii,0,0,1,Animalia|Chordata|Teleostei|Centrarchiformes|Percichthyidae|Maccullochella|Maccullochella peelii
4171,1019000,Galaxias occidentalis,1019000,Galaxias occidentalis,0,0,1,Animalia|Chordata|Teleostei|Galaxiiformes|Galaxiidae|Galaxias|Galaxias occidentalis
4172,1388947,Edelia vittata,1020471,Nannoperca vittata,0,0,1,Animalia|Chordata|Teleostei|Centrarchiformes|Percichthyidae|Edelia|Nannoperca vittata
4173,1019059,Bostockia porosa,1019059,Bostockia porosa,0,0,1,Animalia|Chordata|Teleostei|Centrarchiformes|Percichthyidae|Bostockia|Bostockia porosa
4174,1014523,Tandanus bostocki,1014523,Tandanus bostocki,0,0,1,Animalia|Chordata|Teleostei|Siluriformes|Plotosidae|Tandanus|Tandanus bostocki
4177,1015065,Prochilodus magdalenae,1015065,Prochilodus magdalenae,0,0,1,Animalia|Chordata|Teleostei|Characiformes|Prochilodontidae|Prochilodus|Prochilodus magdalenae
4178,1602203,Glandirana susurra,1602203,Glandirana susurra,0,0,1,Animalia|Chordata|Amphibia|Anura|Ranidae|Glandirana|Glandirana susurra
4180,1020374,Plagopterus argentissimus,1020374,Plagopterus argentissimus,0,0,1,Animalia|Chordata|Teleostei|Cypriniformes|Cyprinidae|Plagopterus|Plagopterus argentissimus
4182,1019307,Fundulus kansae,1019307,Fundulus kansae,0,0,1,Animalia|Chordata|Teleostei|Cyprinodontiformes|Fundulidae|Fundulus|Fundulus kansae
4183,1022128,Silurus triostegus,1022128,Silurus triostegus,0,0,1,Animalia|Chordata|Teleostei|Siluriformes|Siluridae|Silurus|Silurus triostegus
4184,1044790,Barbus esocinus,1019939,Luciobarbus esocinus,0,0,1,Animalia|Chordata|Teleostei|Cypriniformes|Cyprinidae|Barbus|Luciobarbus esocinus
4185,590491,Etheostoma nigrum,590491,Etheostoma nigrum,0,0,1,Animalia|Chordata|Teleostei|Perciformes|Percidae|Etheostoma|Etheostoma nigrum
4186,1022375,Umbra limi,1022375,Umbra limi,0,0,1,Animalia|Chordata|Teleostei|Esociformes|Umbridae|Umbra|Umbra limi
4187,1044822,Semotilus margarita,567534,Margariscus margarita,0,0,1,Animalia|Chordata|Teleostei|Cypriniformes|Cyprinidae|Semotilus|Margariscus margarita
4188,1044813,Notropis umbratilis,1020188,Lythrurus umbratilis,0,0,1,Animalia|Chordata|Teleostei|Cypriniformes|Cyprinidae|Notropis|Lythrurus umbratilis
4189,1022870,Cyprinus megalops,862600,Luxilus cornutus,0,0,1,Animalia|Chordata|Teleostei|Cypriniformes|Cyprinidae|Cyprinus|Luxilus cornutus
4190,1044799,Garra pingi,1011689,Garra imberba,0,0,1,Animalia|Chordata|Teleostei|Cypriniformes|Cyprinidae|Garra|Garra imberba
4191,1018631,Acrossocheilus yunnanensis,1018631,Acrossocheilus yunnanensis,0,0,1,Animalia|Chordata|Teleostei|Cypriniformes|Cyprinidae|Acrossocheilus|Acrossocheilus yunnanensis
4192,991307,Trichogaster trichopterus,955902,Trichopodus trichopterus,0,0,1,Animalia|Chordata|Teleostei|Anabantiformes|Osphronemidae|Trichogaster|Trichopodus trichopterus
4193,862539,Betta splendens,862539,Betta splendens,0,0,1,Animalia|Chordata|Teleostei|Anabantiformes|Osphronemidae|Betta|Betta splendens
4195,1044999,Cottus carolinae,1044999,Cottus carolinae,0,0,1,Animalia|Chordata|Teleostei|Perciformes|Cottidae|Cottus|Cottus carolinae
4196,954587,Etheostoma spectabile,954587,Etheostoma spectabile,0,0,1,Animalia|Chordata|Teleostei|Perciformes|Percidae|Etheostoma|Etheostoma spectabile
