"","...1","name","tiplabel","species","AphiaID"
"10410",10410,10410,"Corydoras_loxozonus","Corydoras loxozonus",1012144
"10411",10411,10411,"Corydoras_melini","Corydoras melini",1013866
"10412",10412,10412,"Corydoras_coppenamensis","Corydoras coppenamensis",1524473
"10413",10413,10413,"Corydoras_breei","Corydoras breei",1011107
"10414",10414,10414,"Corydoras_sipaliwini","Corydoras sipaliwini",1524568
"10415",10415,10415,"Corydoras_habrosus","Corydoras habrosus",1013766
"10416",10416,10416,"Corydoras_oiapoquensis","Corydoras oiapoquensis",1013068
"10417",10417,10417,"Corydoras_gossei","Corydoras gossei",1383638
"10418",10418,10418,"Corydoras_sterbai","Corydoras sterbai",1007681
"10419",10419,10419,"Corydoras_atropersonatus","Corydoras atropersonatus",1013189
"10420",10420,10420,"Corydoras_armatus","Corydoras armatus",1020741
"10421",10421,10421,"Corydoras_pulcher","Corydoras pulcher",1012950
"10422",10422,10422,"Corydoras_robustus","Corydoras robustus",1012411
"10423",10423,10423,"Corydoras_ambiacus","Corydoras ambiacus",1014138
"10424",10424,10424,"Corydoras_agassizii","Corydoras agassizii",1020271
"10425",10425,10425,"Corydoras_virginiae","Corydoras virginiae",1011002
"10426",10426,10426,"Corydoras_leopardus","Corydoras leopardus",1014354
"10427",10427,10427,"Corydoras_haraldschultzi","Corydoras haraldschultzi",1383581
"10428",10428,10428,"Corydoras_melanistius","Corydoras melanistius",1013376
"10429",10429,10429,"Corydoras_gomezi","Corydoras gomezi",1011847
"10430",10430,10430,"Corydoras_seussi","Corydoras seussi",1010703
"10431",10431,10431,"Corydoras_ephippifer","Corydoras ephippifer",1010452
"10432",10432,10432,"Corydoras_robineae","Corydoras robineae",1012122
"10433",10433,10433,"Corydoras_ornatus","Corydoras ornatus",1012754
"10434",10434,10434,"Corydoras_spilurus","Corydoras spilurus",1016241
"10435",10435,10435,"Corydoras_condiscipulus","Corydoras condiscipulus",1012414
"10436",10436,10436,"Corydoras_delphax","Corydoras delphax",1011265
"10437",10437,10437,"Corydoras_imitator","Corydoras imitator",1012143
"10438",10438,10438,"Corydoras_crypticus","Corydoras crypticus",1384076
"10439",10439,10439,"Corydoras_reticulatus","Corydoras reticulatus",1014980
"10440",10440,10440,"Corydoras_sodalis","Corydoras sodalis",1011843
"10441",10441,10441,"Corydoras_geryi","Corydoras geryi",1383796
"10442",10442,10442,"Corydoras_pantanalensis","Corydoras pantanalensis",1384194
"10443",10443,10443,"Corydoras_filamentosus","Corydoras filamentosus",1012146
"10444",10444,10444,"Corydoras_garbei","Corydoras garbei",1015066
"10445",10445,10445,"Corydoras_difluviatilis","Corydoras difluviatilis",1009814
"10446",10446,10446,"Corydoras_britskii","Corydoras britskii",1012187
"10447",10447,10447,"Corydoras_multiradiatus","Corydoras multiradiatus",1524795
"10448",10448,10448,"Corydoras_splendens","Corydoras splendens",1020519
"10449",10449,10449,"Corydoras_rabauti","Corydoras rabauti",1014721
"10450",10450,10450,"Corydoras_zygatus","Corydoras zygatus",1014659
"10451",10451,10451,"Corydoras_eques","Corydoras eques",1020274
"10452",10452,10452,"Corydoras_aeneus","Corydoras aeneus",1014877
"10453",10453,10453,"Corydoras_melanotaenia","Corydoras melanotaenia",1017531
"10454",10454,10454,"Corydoras_potaroensis","Corydoras potaroensis",1383205
"10455",10455,10455,"Corydoras_albolineatus","Corydoras albolineatus",1009354
"10456",10456,10456,"Corydoras_tukano","Corydoras tukano",1009659
"10457",10457,10457,"Corydoras_reynoldsi","Corydoras reynoldsi",1383576
"10458",10458,10458,"Corydoras_ehrhardti","Corydoras ehrhardti",1017735
"10459",10459,10459,"Corydoras_nattereri","Corydoras nattereri",1018310
"10460",10460,10460,"Corydoras_paleatus","Corydoras paleatus",1026374
"10461",10461,10461,"Corydoras_diphyes","Corydoras diphyes",1008850
"10462",10462,10462,"Corydoras_flaveolus","Corydoras flaveolus",1008544
"10463",10463,10463,"Aspidoras_fuscoguttatus","Aspidoras fuscoguttatus",1012749
"10464",10464,10464,"Aspidoras_microgalaeus","Aspidoras microgalaeus",1010445
"10465",10465,10465,"Aspidoras_taurus","Aspidoras taurus",1009983
"10466",10466,10466,"Aspidoras_spilotus","Aspidoras spilotus",1012753
"10467",10467,10467,"Aspidoras_depinnai","Aspidoras depinnai",1006984
"10468",10468,10468,"Aspidoras_raimundi","Aspidoras raimundi",1018304
"10469",10469,10469,"Aspidoras_eurycephalus","Aspidoras eurycephalus",1012748
"10470",10470,10470,"Aspidoras_albater","Aspidoras albater",1383673
"10471",10471,10471,"Aspidoras_poecilus","Aspidoras poecilus",1012752
"10472",10472,10472,"Scleromystax_barbatus","Scleromystax barbatus",1018308
"10473",10473,10473,"Scleromystax_kronei","Scleromystax kronei",NA
"10474",10474,10474,"Scleromystax_macropterus","Scleromystax macropterus",1014690
"10475",10475,10475,"Scleromystax_prionotos","Scleromystax prionotos",1012450
"10476",10476,10476,"Corydoras_lacerdai","Corydoras lacerdai",1384073
"10477",10477,10477,"Corydoras_nijsseni","Corydoras nijsseni",1524102
"10478",10478,10478,"Corydoras_napoensis","Corydoras napoensis",1011844
"10479",10479,10479,"Corydoras_elegans","Corydoras elegans",1014859
"10480",10480,10480,"Corydoras_nanus","Corydoras nanus",1013339
"10481",10481,10481,"Corydoras_bilineatus","Corydoras bilineatus",1009779
"10482",10482,10482,"Corydoras_undulatus","Corydoras undulatus",1017528
"10483",10483,10483,"Aspidoras_pauciradiatus","Aspidoras pauciradiatus",1013207
"10484",10484,10484,"Corydoras_gracilis","Corydoras gracilis",1012755
"10485",10485,10485,"Corydoras_hastatus","Corydoras hastatus",1018309
"10486",10486,10486,"Corydoras_guapore","Corydoras guapore",1013718
"10487",10487,10487,"Corydoras_pygmaeus","Corydoras pygmaeus",1013422
"10488",10488,10488,"Corydoras_treitlii","Corydoras treitlii",1018388
"10489",10489,10489,"Corydoras_narcissus","Corydoras narcissus",1012412
"10490",10490,10490,"Corydoras_serratus","Corydoras serratus",1010811
"10491",10491,10491,"Corydoras_blochi","Corydoras blochi",1013130
"10492",10492,10492,"Corydoras_vittatus","Corydoras vittatus",1013166
"10493",10493,10493,"Corydoras_solox","Corydoras solox",1012142
"10494",10494,10494,"Corydoras_oxyrhynchus","Corydoras oxyrhynchus",1013338
"10495",10495,10495,"Corydoras_amapaensis","Corydoras amapaensis",1008387
"10496",10496,10496,"Corydoras_geoffroy","Corydoras geoffroy",1013201
"10497",10497,10497,"Corydoras_aurofrenatus","Corydoras aurofrenatus",1383124
"10498",10498,10498,"Corydoras_ellisae","Corydoras ellisae",1014828
"10499",10499,10499,"Corydoras_negro","Corydoras negro",1009357
"10500",10500,10500,"Corydoras_acutus","Corydoras acutus",1020484
"10501",10501,10501,"Corydoras_cervinus","Corydoras cervinus",1013659
"10502",10502,10502,"Corydoras_septentrionalis","Corydoras septentrionalis",1011708
"10503",10503,10503,"Corydoras_stenocephalus","Corydoras stenocephalus",1383257
"10504",10504,10504,"Corydoras_pastazensis","Corydoras pastazensis",1013607
"10505",10505,10505,"Corydoras_maculifer","Corydoras maculifer",1013131
"10506",10506,10506,"Corydoras_simulatus","Corydoras simulatus",1008075
"10507",10507,10507,"Corydoras_coriatae","Corydoras coriatae",1010595
"10508",10508,10508,"Corydoras_semiaquilus","Corydoras semiaquilus",1013532
"10509",10509,10509,"Corydoras_fowleri","Corydoras fowleri",1014218
"10510",10510,10510,"Lepthoplosternum_tordilho","Lepthoplosternum tordilho",1010633
"10511",10511,10511,"Lepthoplosternum_pectorale","Lepthoplosternum pectorale",1019347
"10512",10512,10512,"Lepthoplosternum_altamazonicum","Lepthoplosternum altamazonicum",1010631
"10513",10513,10513,"Megalechis_picta","Megalechis picta",1017181
"10514",10514,10514,"Megalechis_thoracata","Megalechis thoracata",1021884
"10515",10515,10515,"Callichthys_callichthys","Callichthys callichthys",1023061
"10516",10516,10516,"Hoplosternum_littorale","Hoplosternum littorale",1014873
"10517",10517,10517,"Dianema_urostriatum","Dianema urostriatum",1525944
"10518",10518,10518,"Dianema_longibarbis","Dianema longibarbis",1020306
"10519",10519,10519,"Acanthopoma_annectens","Acanthopoma annectens",1019536
"10520",10520,10520,"Pareiodon_microps","Pareiodon microps",1021466
"10521",10521,10521,"Pseudostegophilus_nemurus","Pseudostegophilus nemurus",1020671
"10522",10522,10522,"Henonemus_punctatus","Henonemus punctatus",1019793
"10523",10523,10523,"Apomatoceros_alleni","Apomatoceros alleni",1016670
"10524",10524,10524,"Ochmacanthus_alternus","Ochmacanthus alternus",1383206
"10525",10525,10525,"Megalocentor_echthrus","Megalocentor echthrus",1011244
"10526",10526,10526,"Homodiaetus_anisitsi","Homodiaetus anisitsi",1014937
"10527",10527,10527,"Haemomaster_venezuelae","Haemomaster venezuelae",1016131
"10528",10528,10528,"Vandellia_sanguinea","Vandellia sanguinea",1383182
"10529",10529,10529,"Vandellia_cirrhosa","Vandellia cirrhosa",1019237
"10530",10530,10530,"Paravandellia_oxyptera","Paravandellia oxyptera",1015361
"10531",10531,10531,"Listrura_nematopteryx","Listrura nematopteryx",1011737
"10532",10532,10532,"Listrura_picinguabae","Listrura picinguabae",1008991
"10533",10533,10533,"Listrura_costai","Listrura costai",1384652
"10534",10534,10534,"Listrura_tetraradiata","Listrura tetraradiata",1009857
"10535",10535,10535,"Hatcheria_macraei","Hatcheria macraei",1015006
"10536",10536,10536,"Trichomycterus_areolatus","Trichomycterus areolatus",1020861
"10537",10537,10537,"Bullockia_maldonadoi","Bullockia maldonadoi",1014856
"10538",10538,10538,"Typhlobelus_guacamaya","Typhlobelus guacamaya",1009193
"10539",10539,10539,"Trichomycterus_corduvensis","Trichomycterus corduvensis",1020163
"10540",10540,10540,"Trichomycterus_guianense","Trichomycterus guianense",1526045
"10541",10541,10541,"Sarcoglanis_simplex","Sarcoglanis simplex",1013414
"10542",10542,10542,"Trichomycterus_vermiculatus","Trichomycterus vermiculatus",1525772
"10543",10543,10543,"Trichomycterus_mimonha","Trichomycterus mimonha",1011111
"10544",10544,10544,"Trichomycterus_brasiliensis","Trichomycterus brasiliensis",1020367
"10545",10545,10545,"Trichomycterus_maracaya","Trichomycterus maracaya",1009521
"10546",10546,10546,"Trichomycterus_paolence","Trichomycterus paolence",1525766
"10547",10547,10547,"Trichomycterus_iheringi","Trichomycterus iheringi",1525763
"10548",10548,10548,"Trichomycterus_santaeritae","Trichomycterus santaeritae",1525730
"10549",10549,10549,"Trichomycterus_diabolus","Trichomycterus diabolus",1009444
"10550",10550,10550,"Trichomycterus_caudofasciatus","Trichomycterus caudofasciatus",1009462
"10551",10551,10551,"Trichomycterus_immaculatus","Trichomycterus immaculatus",1467684
"10552",10552,10552,"Trichomycterus_giganteus","Trichomycterus giganteus",1009463
"10553",10553,10553,"Trichomycterus_reinhardti","Trichomycterus reinhardti",1525770
"10554",10554,10554,"Trichomycterus_pauciradiatus","Trichomycterus pauciradiatus",1008973
"10555",10555,10555,"Nematogenys_inermis","Nematogenys inermis",1020873
"10556",10556,10556,"Compsura_heterura","Compsura heterura",1017142
"10557",10557,10557,"Serrapinnus_piaba","Serrapinnus piaba",1014778
"10558",10558,10558,"Odontostilbe_fugitiva","Odontostilbe fugitiva",1014596
"10559",10559,10559,"Serrapinnus_calliurus","Serrapinnus calliurus",1468635
"10560",10560,10560,"Serrapinnus_notomelas","Serrapinnus notomelas",1017177
"10561",10561,10561,"Odontostilbe_paraguayensis","Odontostilbe paraguayensis",1018670
"10562",10562,10562,"Odontostilbe_ecuadorensis","Odontostilbe ecuadorensis",1009004
"10563",10563,10563,"Serrapinnus_kriegi","Serrapinnus kriegi",1026390
"10564",10564,10564,"Odontostilbe_splendida","Odontostilbe splendida",1008669
"10565",10565,10565,"Odontostilbe_pulchra","Odontostilbe pulchra",1419748
"10566",10566,10566,"Acinocheirodon_melanogramma","Acinocheirodon melanogramma",1010328
"10567",10567,10567,"Serrapinnus_heterodon","Serrapinnus heterodon",1014777
"10568",10568,10568,"Odontostilbe_pequira","Odontostilbe pequira",1018704
"10569",10569,10569,"Serrapinnus_microdon","Serrapinnus microdon",1017174
"10570",10570,10570,"Odontostilbe_stenodon","Odontostilbe stenodon",1017167
"10571",10571,10571,"Kolpotocheirodon_figueiredoi","Kolpotocheirodon figueiredoi",388908
"10572",10572,10572,"Kolpotocheirodon_theloura","Kolpotocheirodon theloura",1010137
"10573",10573,10573,"Macropsobrycon_uruguayanae","Macropsobrycon uruguayanae",1017143
"10574",10574,10574,"Aphyocheirodon_hemigrammus","Aphyocheirodon hemigrammus",1016429
"10575",10575,10575,"Cheirodon_australe","Cheirodon australe",1016031
"10576",10576,10576,"Cheirodon_interruptus","Cheirodon interruptus",1015176
"10577",10577,10577,"Cheirodon_kiliani","Cheirodon kiliani",1012233
"10578",10578,10578,"Cheirodon_ibicuhiensis","Cheirodon ibicuhiensis",1017172
"10579",10579,10579,"Heterocheirodon_yatai","Heterocheirodon yatai",1011177
"10580",10580,10580,"Compsura_gorgonae","Compsura gorgonae",1017946
"10581",10581,10581,"Odontostilbe_dialeptura","Odontostilbe dialeptura",1012903
"10582",10582,10582,"Odontostilbe_mitoptera","Odontostilbe mitoptera",1012905
"10583",10583,10583,"Saccoderma_melanostigma","Saccoderma melanostigma",1014515
"10584",10584,10584,"Prodontocharax_melanotus","Prodontocharax melanotus",1016395
"10585",10585,10585,"Pseudocheirodon_arnoldi","Pseudocheirodon arnoldi",1526051
"10586",10586,10586,"Pseudocheirodon_terrabae","Pseudocheirodon terrabae",1013327
"10587",10587,10587,"Nanocheirodon_insignis","Nanocheirodon insignis",1466504
"10588",10588,10588,"Leptagoniates_pi","Leptagoniates pi",1010449
"10589",10589,10589,"Aphyocharax_alburnus","Aphyocharax alburnus",1017410
"10590",10590,10590,"Aphyocharax_dentatus","Aphyocharax dentatus",1015160
"10591",10591,10591,"Aphyocharax_rathbuni","Aphyocharax rathbuni",1018275
"10592",10592,10592,"Aphyocharax_anisitsi","Aphyocharax anisitsi",1016638
"10593",10593,10593,"Aphyocharax_pusillus","Aphyocharax pusillus",1020681
"10594",10594,10594,"Aphyocharax_nattereri","Aphyocharax nattereri",1017198
"10595",10595,10595,"Prionobrama_filigera","Prionobrama filigera",1017164
"10596",10596,10596,"Prionobrama_paraguayensis","Prionobrama paraguayensis",1525893
"10597",10597,10597,"Leptagoniates_steindachneri","Leptagoniates steindachneri",1019775
"10598",10598,10598,"Xenagoniates_bondi","Xenagoniates bondi",1014660
"10599",10599,10599,"Phenagoniates_macrolepis","Phenagoniates macrolepis",1017276
"10600",10600,10600,"Paragoniates_alburnus","Paragoniates alburnus",1020276
"10601",10601,10601,"Aphyocharacidium_bolivianum","Aphyocharacidium bolivianum",1383647
"10602",10602,10602,"Roeboides_bouchellei","Roeboides bouchellei",1016345
"10603",10603,10603,"Roeboides_guatemalensis","Roeboides guatemalensis",1370426
"10604",10604,10604,"Roeboides_myersii","Roeboides myersii",1017175
"10605",10605,10605,"Roeboides_descalvadensis","Roeboides descalvadensis",1012858
"10606",10606,10606,"Roeboides_xenodon","Roeboides xenodon",1370267
"10607",10607,10607,"Charax_leticiae","Charax leticiae",1008482
"10608",10608,10608,"Charax_michaeli","Charax michaeli",1383960
"10609",10609,10609,"Charax_tectifer","Charax tectifer",1020610
"10610",10610,10610,"Cynopotamus_kincaidi","Cynopotamus kincaidi",1525004
"10611",10611,10611,"Cynopotamus_magdalenae","Cynopotamus magdalenae",1423466
"10612",10612,10612,"Cynopotamus_venezuelae","Cynopotamus venezuelae",1525142
"10613",10613,10613,"Galeocharax_knerii","Galeocharax knerii",1423461
"10614",10614,10614,"Cynopotamus_argenteus","Cynopotamus argenteus",1018303
"10615",10615,10615,"Acestrocephalus_sardina","Acestrocephalus sardina",1010237
"10616",10616,10616,"Phenacogaster_calverti","Phenacogaster calverti",1525207
"10617",10617,10617,"Phenacogaster_franciscoensis","Phenacogaster franciscoensis",1011401
"10618",10618,10618,"Microschemobrycon_casiquiare","Microschemobrycon casiquiare",1014095
"10619",10619,10619,"Tetragonopterus_chalceus","Tetragonopterus chalceus",1022673
"10620",10620,10620,"Tetragonopterus_carvalhoi","Tetragonopterus carvalhoi",1384601
"10621",10621,10621,"Tetragonopterus_argenteus","Tetragonopterus argenteus",1022881
"10622",10622,10622,"Tetragonopterus_anostomus","Tetragonopterus anostomus",1007851
"10623",10623,10623,"Tetragonopterus_rarus","Tetragonopterus rarus",1009533
"10624",10624,10624,"Roeboexodon_guyanensis","Roeboexodon guyanensis",1014322
"10625",10625,10625,"Exodon_paradoxus","Exodon paradoxus",1022055
"10626",10626,10626,"Diapoma_speculiferum","Diapoma speculiferum",1019358
"10627",10627,10627,"Diapoma_terofali","Diapoma terofali",1013557
"10628",10628,10628,"Astyanax_alburnus","Astyanax alburnus",1535085
"10629",10629,10629,"Cyanocharax_itaimbe","Cyanocharax itaimbe",1009630
"10630",10630,10630,"Cyanocharax_alegretensis","Cyanocharax alegretensis",1009628
"10631",10631,10631,"Cyanocharax_uruguayensis","Cyanocharax uruguayensis",1009721
"10632",10632,10632,"Hypobrycon_maromba","Hypobrycon maromba",1010927
"10633",10633,10633,"Odontostoechus_lethostigmus","Odontostoechus lethostigmus",1014346
"10634",10634,10634,"Bryconamericus_exodon","Bryconamericus exodon",1018263
"10635",10635,10635,"Bryconamericus_iheringii","Bryconamericus iheringii",1018176
"10636",10636,10636,"Bryconamericus_patriciae","Bryconamericus patriciae",1009450
"10637",10637,10637,"Piabarchus_analis","Piabarchus analis",1017267
"10638",10638,10638,"Bryconamericus_stramineus","Bryconamericus stramineus",1383138
"10639",10639,10639,"Piabina_argentea","Piabina argentea",1017835
"10640",10640,10640,"Piabina_anhembi","Piabina anhembi",1009622
"10641",10641,10641,"Bryconadenos_tanaothoros","Bryconadenos tanaothoros",1009149
"10642",10642,10642,"Knodus_moenkhausii","Knodus moenkhausii",1470238
"10643",10643,10643,"Knodus_meridae","Knodus meridae",1383149
"10644",10644,10644,"Bryconamericus_diaphanus","Bryconamericus diaphanus",1423163
"10645",10645,10645,"Creagrutus_ignotus","Creagrutus ignotus",1384198
"10646",10646,10646,"Creagrutus_peruanus","Creagrutus peruanus",1020299
"10647",10647,10647,"Mimagoniates_rheocharis","Mimagoniates rheocharis",1011390
"10648",10648,10648,"Mimagoniates_inequalis","Mimagoniates inequalis",1017771
"10649",10649,10649,"Mimagoniates_lateralis","Mimagoniates lateralis",1525927
"10650",10650,10650,"Mimagoniates_microlepis","Mimagoniates microlepis",1020221
"10651",10651,10651,"Lophiobrycon_weitzmani","Lophiobrycon weitzmani",1384297
"10652",10652,10652,"Glandulocauda_melanopleura","Glandulocauda melanopleura",1017724
"10653",10653,10653,"Pseudocorynopoma_heterandria","Pseudocorynopoma heterandria",1383169
"10654",10654,10654,"Gephyrocharax_atracaudatus","Gephyrocharax atracaudatus",1017571
"10655",10655,10655,"Corynopoma_riisei","Corynopoma riisei",1021310
"10656",10656,10656,"Hemibrycon_taeniurus","Hemibrycon taeniurus",1419708
"10657",10657,10657,"Hemibrycon_boquiae","Hemibrycon boquiae",1026371
"10658",10658,10658,"Hemibrycon_beni","Hemibrycon beni",1383201
"10659",10659,10659,"Creagrutus_paraguayensis","Creagrutus paraguayensis",1010601
"10660",10660,10660,"Creagrutus_meridionalis","Creagrutus meridionalis",1010038
"10661",10661,10661,"Planaltina_britskii","Planaltina britskii",1384298
"10662",10662,10662,"Planaltina_myersi","Planaltina myersi",1014060
"10663",10663,10663,"Tyttocharax_madeirae","Tyttocharax madeirae",1383161
"10664",10664,10664,"Xenurobrycon_pteropus","Xenurobrycon pteropus",1011925
"10665",10665,10665,"Bryconamericus_emperador","Bryconamericus emperador",1026291
"10666",10666,10666,"Markiana_nigripinnis","Markiana nigripinnis",1459671
"10667",10667,10667,"Astyanax_nicaraguensis","Astyanax nicaraguensis",1526142
"10668",10668,10668,"Astyanax_nasutus","Astyanax nasutus",1018265
"10669",10669,10669,"Astyanax_sp","Astyanax sp",NA
"10670",10670,10670,"Astyanax_orthodus","Astyanax orthodus",1018261
"10671",10671,10671,"Astyanax_hubbsi","Astyanax hubbsi",NA
"10672",10672,10672,"Bramocharax_baileyi","Bramocharax baileyi",1013061
"10673",10673,10673,"Astyanax_aeneus","Astyanax aeneus",279778
"10674",10674,10674,"Bramocharax_caballeroi","Bramocharax caballeroi",1011923
"10675",10675,10675,"Hyphessobrycon_anisitsi","Hyphessobrycon anisitsi",1016061
"10676",10676,10676,"Astyanax_jordani","Astyanax jordani",1525323
"10677",10677,10677,"Astyanax_mexicanus","Astyanax mexicanus",1021604
"10678",10678,10678,"Astyanax_microlepis","Astyanax microlepis",1017349
"10679",10679,10679,"Astyanax_fasciatus","Astyanax fasciatus",1014591
"10680",10680,10680,"Astyanax_trierythropterus","Astyanax trierythropterus",1013181
"10681",10681,10681,"Astyanax_altiparanae","Astyanax altiparanae",1010143
"10682",10682,10682,"Astyanax_bimaculatus","Astyanax bimaculatus",1023047
"10683",10683,10683,"Astyanax_lacustris","Astyanax lacustris",1259634
"10684",10684,10684,"Astyanax_abramis","Astyanax abramis",1418409
"10685",10685,10685,"Astyanax_rivularis","Astyanax rivularis",1422080
"10686",10686,10686,"Astyanax_bockmanni","Astyanax bockmanni",1384402
"10687",10687,10687,"Astyanax_paranae","Astyanax paranae",1532095
"10688",10688,10688,"Astyanax_schubarti","Astyanax schubarti",1383590
"10689",10689,10689,"Hyphessobrycon_balbus","Hyphessobrycon balbus",1016128
"10690",10690,10690,"Hasemania_crenuchoides","Hasemania crenuchoides",1008204
"10691",10691,10691,"Oligosarcus_jenynsii","Oligosarcus jenynsii",1344527
"10692",10692,10692,"Oligosarcus_paranensis","Oligosarcus paranensis",1383801
"10693",10693,10693,"Oligosarcus_pintoi","Oligosarcus pintoi",1013159
"10694",10694,10694,"Oligosarcus_hepsetus","Oligosarcus hepsetus",1418059
"10695",10695,10695,"Astyanax_cremnobates","Astyanax cremnobates",1009990
"10696",10696,10696,"Psellogrammus_kennedyi","Psellogrammus kennedyi",1018712
"10697",10697,10697,"Ctenobrycon_hauxwellianus","Ctenobrycon hauxwellianus",1017405
"10698",10698,10698,"Astyanax_magdalenae","Astyanax magdalenae",1017120
"10699",10699,10699,"Astyanacinus_multidens","Astyanacinus multidens",1016394
"10700",10700,10700,"Astyanacinus_moorii","Astyanacinus moorii",1467852
"10701",10701,10701,"Nematobrycon_palmeri","Nematobrycon palmeri",1017311
"10702",10702,10702,"Pseudochalceus_kyburzi","Pseudochalceus kyburzi",1013410
"10703",10703,10703,"Carlana_eigenmanni","Carlana eigenmanni",1017582
"10704",10704,10704,"Inpaichthys_kerri","Inpaichthys kerri",1383677
"10705",10705,10705,"Jupiaba_polylepis","Jupiaba polylepis",1420724
"10706",10706,10706,"Jupiaba_anteroides","Jupiaba anteroides",1013483
"10707",10707,10707,"Poptella_compressa","Poptella compressa",1420747
"10708",10708,10708,"Brachychalcinus_copei","Brachychalcinus copei",1019943
"10709",10709,10709,"Stethaprion_erythrops","Stethaprion erythrops",1020513
"10710",10710,10710,"Poptella_paraguayensis","Poptella paraguayensis",1526141
"10711",10711,10711,"Orthospinus_franciscensis","Orthospinus franciscensis",1525868
"10712",10712,10712,"Ectrepopterus_uruguayensis","Ectrepopterus uruguayensis",1014627
"10713",10713,10713,"Gymnocorymbus_ternetzi","Gymnocorymbus ternetzi",862543
"10714",10714,10714,"Aphyodite_grammica","Aphyodite grammica",1017506
"10715",10715,10715,"Hemigrammus_rodwayi","Hemigrammus rodwayi",1014053
"10716",10716,10716,"Hemigrammus_ulreyi","Hemigrammus ulreyi",1467905
"10717",10717,10717,"Pristella_maxillaris","Pristella maxillaris",1467890
"10718",10718,10718,"Bryconella_pallidifrons","Bryconella pallidifrons",1026392
"10719",10719,10719,"Moenkhausia_comma","Moenkhausia comma",1383136
"10720",10720,10720,"Hemigrammus_erythrozonus","Hemigrammus erythrozonus",1017917
"10721",10721,10721,"Hemigrammus_marginatus","Hemigrammus marginatus",1017686
"10722",10722,10722,"Nematocharax_venustus","Nematocharax venustus",1011825
"10723",10723,10723,"Hasemania_nana","Hasemania nana",1014996
"10724",10724,10724,"Moenkhausia_intermedia","Moenkhausia intermedia",1012706
"10725",10725,10725,"Moenkhausia_costae","Moenkhausia costae",1526136
"10726",10726,10726,"Moenkhausia_xinguensis","Moenkhausia xinguensis",1466697
"10727",10727,10727,"Hyphessobrycon_erythrostigma","Hyphessobrycon erythrostigma",1026685
"10728",10728,10728,"Hyphessobrycon_megalopterus","Hyphessobrycon megalopterus",1016501
"10729",10729,10729,"Hyphessobrycon_eques","Hyphessobrycon eques",1018225
"10730",10730,10730,"Hyphessobrycon_santae","Hyphessobrycon santae",1018315
"10731",10731,10731,"Hemigrammus_bleheri","Hemigrammus bleheri",1383817
"10732",10732,10732,"Paracheirodon_axelrodi","Paracheirodon axelrodi",1014021
"10733",10733,10733,"Paracheirodon_innesi","Paracheirodon innesi",1525327
"10734",10734,10734,"Brittanichthys_axelrodi","Brittanichthys axelrodi",1013450
"10735",10735,10735,"Moenkhausia_forestii","Moenkhausia forestii",1008257
"10736",10736,10736,"Moenkhausia_sanctaefilomenae","Moenkhausia sanctaefilomenae",1526113
"10737",10737,10737,"Bario_steindachneri","Bario steindachneri",1467879
"10738",10738,10738,"Thayeria_obliqua","Thayeria obliqua",1014179
"10739",10739,10739,"Thayeria_boehlkei","Thayeria boehlkei",1013942
"10740",10740,10740,"Rachoviscus_crassiceps","Rachoviscus crassiceps",1016231
"10741",10741,10741,"Rachoviscus_graciliceps","Rachoviscus graciliceps",1012298
"10742",10742,10742,"Hollandichthys_multifasciatus","Hollandichthys multifasciatus",1018159
"10743",10743,10743,"Hyphessobrycon_flammeus","Hyphessobrycon flammeus",1016408
"10744",10744,10744,"Erythrocharax_altipinnis","Erythrocharax altipinnis",1007483
"10745",10745,10745,"Hyphessobrycon_herbertaxelrodi","Hyphessobrycon herbertaxelrodi",1012316
"10746",10746,10746,"Parecbasis_cyclolepis","Parecbasis cyclolepis",1017231
"10747",10747,10747,"Macropsobrycon_xinguensis","Macropsobrycon xinguensis",1012938
"10748",10748,10748,"Hyphessobrycon_reticulatus","Hyphessobrycon reticulatus",1017667
"10749",10749,10749,"Astyanax_intermedius","Astyanax intermedius",1624965
"10750",10750,10750,"Deuterodon_parahybae","Deuterodon parahybae",1009165
"10751",10751,10751,"Astyanax_scabripinnis","Astyanax scabripinnis",1054165
"10752",10752,10752,"Astyanax_ribeirae","Astyanax ribeirae",1008509
"10753",10753,10753,"Deuterodon_iguape","Deuterodon iguape",1383133
"10754",10754,10754,"Probolodus_heterostomus","Probolodus heterostomus",1010364
"10755",10755,10755,"Myxiops_aphos","Myxiops aphos",1009449
"10756",10756,10756,"Coptobrycon_bilineatus","Coptobrycon bilineatus",1017706
"10757",10757,10757,"Stygichthys_typhlops","Stygichthys typhlops",1013458
"10758",10758,10758,"Hoplocharax_goethei","Hoplocharax goethei",1013412
"10759",10759,10759,"Spintherobolus_leptoura","Spintherobolus leptoura",1384112
"10760",10760,10760,"Spintherobolus_ankoseion","Spintherobolus ankoseion",1010343
"10761",10761,10761,"Spintherobolus_broccae","Spintherobolus broccae",1016312
"10762",10762,10762,"Amazonspinther_dalmata","Amazonspinther dalmata",1008344
"10763",10763,10763,"Acestrorhynchus_altus","Acestrorhynchus altus",1013220
"10764",10764,10764,"Acestrorhynchus_pantaneiro","Acestrorhynchus pantaneiro",1008679
"10765",10765,10765,"Acestrorhynchus_lacustris","Acestrorhynchus lacustris",1391243
"10766",10766,10766,"Acestrorhynchus_abbreviatus","Acestrorhynchus abbreviatus",1423173
"10767",10767,10767,"Acestrorhynchus_falcatus","Acestrorhynchus falcatus",874265
