source_taxon_external_id,source_taxon_name,source_taxon_path,source_specimen_life_stage,interaction_type,target_taxon_external_id,target_taxon_name,target_taxon_path,study_citation
AphiaID:348367,Acanthochondria phycidis,Animalia | Arthropoda | Copepoda | Cyclopoida | Chondracanthidae | Acanthochondria | Acanthochondria phycidis,adult,ectoparasitic,AphiaID:AphiaID:348367,Urophycis tenuis,Animalia  |  Arthropoda  |  Copepoda  |  Cyclopoida  |  Chondracanthidae  |  Acanthochondria  |  Acanthochondria phycidis,"Rathbun, R. (1886). Descriptions of parasitic Copepoda belonging to the genera Pandarus and Chondracanthus (with seven plates). Proceedings of the United States National Museum 9:310-324, pls. 5-11. (9-x-1886)"
AphiaID:348367,Acanthochondria phycidis,Animalia | Arthropoda | Copepoda | Cyclopoida | Chondracanthidae | Acanthochondria | Acanthochondria phycidis,adult,ectoparasitic,AphiaID:AphiaID:348367,Merluccius gayi,Animalia  |  Arthropoda  |  Copepoda  |  Cyclopoida  |  Chondracanthidae  |  Acanthochondria  |  Acanthochondria phycidis,"Ho, J.S. (1978). Marine Flora and Fauna of the Northeastern United States. Copepoda: Cyclopoids Parasitic on Fishes. NOAA Technical Report NMFS Circular 409:1-12, figs. 1-17. (ii-1978)"
AphiaID:348367,Acanthochondria phycidis,Animalia | Arthropoda | Copepoda | Cyclopoida | Chondracanthidae | Acanthochondria | Acanthochondria phycidis,adult,ectoparasitic,AphiaID:AphiaID:348367,Urophycis regia,Animalia  |  Arthropoda  |  Copepoda  |  Cyclopoida  |  Chondracanthidae  |  Acanthochondria  |  Acanthochondria phycidis,"Ho, J.S. (1978). Marine Flora and Fauna of the Northeastern United States. Copepoda: Cyclopoids Parasitic on Fishes. NOAA Technical Report NMFS Circular 409:1-12, figs. 1-17. (ii-1978)"
AphiaID:348367,Acanthochondria phycidis,Animalia | Arthropoda | Copepoda | Cyclopoida | Chondracanthidae | Acanthochondria | Acanthochondria phycidis,adult,ectoparasitic,AphiaID:AphiaID:348367,Urophycis tenuis,Animalia  |  Arthropoda  |  Copepoda  |  Cyclopoida  |  Chondracanthidae  |  Acanthochondria  |  Acanthochondria phycidis,"Ho, J.S. (1978). Marine Flora and Fauna of the Northeastern United States. Copepoda: Cyclopoids Parasitic on Fishes. NOAA Technical Report NMFS Circular 409:1-12, figs. 1-17. (ii-1978)"
AphiaID:348367,Acanthochondria phycidis,Animalia | Arthropoda | Copepoda | Cyclopoida | Chondracanthidae | Acanthochondria | Acanthochondria phycidis,adult,ectoparasitic,AphiaID:AphiaID:348367,Urophycis regia,Animalia  |  Arthropoda  |  Copepoda  |  Cyclopoida  |  Chondracanthidae  |  Acanthochondria  |  Acanthochondria phycidis,"Ho, J.S. (1971). Parasitic copepods of the family Chondracanthidae from fishes of eastern North America. <em>Smithsonian Contributions to Zoology.</em> 87:1-38, figs. 1-26. (7-vii-1971)."
AphiaID:348367,Acanthochondria phycidis,Animalia | Arthropoda | Copepoda | Cyclopoida | Chondracanthidae | Acanthochondria | Acanthochondria phycidis,adult,ectoparasitic,AphiaID:AphiaID:348367,Urophycis tenuis,Animalia  |  Arthropoda  |  Copepoda  |  Cyclopoida  |  Chondracanthidae  |  Acanthochondria  |  Acanthochondria phycidis,"Ho, J.S. (1971). Parasitic copepods of the family Chondracanthidae from fishes of eastern North America. <em>Smithsonian Contributions to Zoology.</em> 87:1-38, figs. 1-26. (7-vii-1971)."
AphiaID:348367,Acanthochondria phycidis,Animalia | Arthropoda | Copepoda | Cyclopoida | Chondracanthidae | Acanthochondria | Acanthochondria phycidis,adult,ectoparasitic,AphiaID:AphiaID:348367,Merluccius gayi,Animalia  |  Arthropoda  |  Copepoda  |  Cyclopoida  |  Chondracanthidae  |  Acanthochondria  |  Acanthochondria phycidis,"Ho, J.S. (1971). Parasitic copepods of the family Chondracanthidae from fishes of eastern North America. <em>Smithsonian Contributions to Zoology.</em> 87:1-38, figs. 1-26. (7-vii-1971)."
AphiaID:348368,Acanthochondria pingi,Animalia | Arthropoda | Copepoda | Cyclopoida | Chondracanthidae | Acanthochondria | Acanthochondria pingi,adult,ectoparasitic,AphiaID:AphiaID:348368,Cynoglossus abbreviatus,Animalia  |  Arthropoda  |  Copepoda  |  Cyclopoida  |  Chondracanthidae  |  Acanthochondria  |  Acanthochondria pingi,"Ho, J.S., C.L. Lin & W.C. Liu. (2011). Chondracanthid copepods parasitic on flatfishes of Taiwan. <em>Crustaceana (Leiden).</em> 84(3):331-373."
AphiaID:348369,Acanthochondria platycephali,Animalia | Arthropoda | Copepoda | Cyclopoida | Chondracanthidae | Acanthochondria | Acanthochondria platycephali,adult,ectoparasitic,AphiaID:AphiaID:348369,Platycephalus richardsoni,Animalia  |  Arthropoda  |  Copepoda  |  Cyclopoida  |  Chondracanthidae  |  Acanthochondria  |  Acanthochondria platycephali,"Heegaard, P.E. (1962). Parasitic Copepoda from Australian waters. Records of the Australian Museum 25(9):149-234, figs. 1-250. (28-v-1962)"
AphiaID:348370,Acanthochondria priacanthi,Animalia | Arthropoda | Copepoda | Cyclopoida | Chondracanthidae | Acanthochondria | Acanthochondria priacanthi,adult,ectoparasitic,AphiaID:AphiaID:348370,Heteropriacanthus cruentatus,Animalia  |  Arthropoda  |  Copepoda  |  Cyclopoida  |  Chondracanthidae  |  Acanthochondria  |  Acanthochondria priacanthi,"Shiino, S.M. (1964). On two new species of the genus Acanthochondria Oakley (Crustacea Copepoda) found in Japan. Zoologische Mededelingen, Leiden 39:30-36, figs. 1-3. (17-i-1964)"
AphiaID:348370,Acanthochondria priacanthi,Animalia | Arthropoda | Copepoda | Cyclopoida | Chondracanthidae | Acanthochondria | Acanthochondria priacanthi,adult,ectoparasitic,AphiaID:AphiaID:348370,Arctoscopus japonicus,Animalia  |  Arthropoda  |  Copepoda  |  Cyclopoida  |  Chondracanthidae  |  Acanthochondria  |  Acanthochondria priacanthi,"Ho, J.S. & I.H. Kim. (1995). Chondracanthid copepods (Poecilostomatoida) parasitic on fishes of the Sea of Japan. Reports of the Sado Marine Biological Station, Niigata University 25:31-44.  (iii.1995)"
AphiaID:348370,Acanthochondria priacanthi,Animalia | Arthropoda | Copepoda | Cyclopoida | Chondracanthidae | Acanthochondria | Acanthochondria priacanthi,adult,ectoparasitic,AphiaID:AphiaID:348370,Arctoscopus japonicus,Animalia  |  Arthropoda  |  Copepoda  |  Cyclopoida  |  Chondracanthidae  |  Acanthochondria  |  Acanthochondria priacanthi,"Yanagimoto, T. & K. Konishi. (2004). Acanthochondria priacanthi (Copepoda: Chondracanthidae) as a biological indicator for stock identification of sandfish Arctoscopus japonicus (Steindachner). Fisheries Science 70(2):336-338."
AphiaID:348372,Acanthochondria rectangularis,Animalia | Arthropoda | Copepoda | Cyclopoida | Chondracanthidae | Acanthochondria | Acanthochondria rectangularis,adult,ectoparasitic,AphiaID:AphiaID:348372,Hydrolagus colliei,Animalia  |  Arthropoda  |  Copepoda  |  Cyclopoida  |  Chondracanthidae  |  Acanthochondria  |  Acanthochondria rectangularis,"Poly, W.J. & C.L. Mah. 2002. New host and distribution records for parasitic copepods in the northeast Pacific Ocean with a discussion of taxonomy of the genus Acanthochondria. Bulletin of Marine Science 69 (3): 1121-1127. (2001)"
AphiaID:348372,Acanthochondria rectangularis,Animalia | Arthropoda | Copepoda | Cyclopoida | Chondracanthidae | Acanthochondria | Acanthochondria rectangularis,adult,ectoparasitic,AphiaID:AphiaID:348372,Parophrys vetulus,Animalia  |  Arthropoda  |  Copepoda  |  Cyclopoida  |  Chondracanthidae  |  Acanthochondria  |  Acanthochondria rectangularis,"Poly, W.J. & C.L. Mah. 2002. New host and distribution records for parasitic copepods in the northeast Pacific Ocean with a discussion of taxonomy of the genus Acanthochondria. Bulletin of Marine Science 69 (3): 1121-1127. (2001)"
AphiaID:348372,Acanthochondria rectangularis,Animalia | Arthropoda | Copepoda | Cyclopoida | Chondracanthidae | Acanthochondria | Acanthochondria rectangularis,adult,ectoparasitic,AphiaID:AphiaID:348372,Hydrolagus colliei,Animalia  |  Arthropoda  |  Copepoda  |  Cyclopoida  |  Chondracanthidae  |  Acanthochondria  |  Acanthochondria rectangularis,"Margolis, L. & Z. Kabata, eds. (1988). Guide to the parasites of fishes of Canada. Part II - Crustacea. Canadian Special Publication in Fisheries and Aquatic Sciences 101:1-184."
AphiaID:348372,Acanthochondria rectangularis,Animalia | Arthropoda | Copepoda | Cyclopoida | Chondracanthidae | Acanthochondria | Acanthochondria rectangularis,adult,ectoparasitic,AphiaID:AphiaID:348372,Parophrys vetulus,Animalia  |  Arthropoda  |  Copepoda  |  Cyclopoida  |  Chondracanthidae  |  Acanthochondria  |  Acanthochondria rectangularis,"Margolis, L. & Z. Kabata, eds. (1988). Guide to the parasites of fishes of Canada. Part II - Crustacea. Canadian Special Publication in Fisheries and Aquatic Sciences 101:1-184."
AphiaID:348372,Acanthochondria rectangularis,Animalia | Arthropoda | Copepoda | Cyclopoida | Chondracanthidae | Acanthochondria | Acanthochondria rectangularis,adult,ectoparasitic,AphiaID:AphiaID:348372,Pleuronichthys coenosus,Animalia  |  Arthropoda  |  Copepoda  |  Cyclopoida  |  Chondracanthidae  |  Acanthochondria  |  Acanthochondria rectangularis,"Margolis, L. & Z. Kabata, eds. (1988). Guide to the parasites of fishes of Canada. Part II - Crustacea. Canadian Special Publication in Fisheries and Aquatic Sciences 101:1-184."
AphiaID:348373,Acanthochondria shawi,Animalia | Arthropoda | Copepoda | Cyclopoida | Chondracanthidae | Acanthochondria | Acanthochondria shawi,adult,ectoparasitic,AphiaID:AphiaID:348373,Paralichthys olivaceus,Animalia  |  Arthropoda  |  Copepoda  |  Cyclopoida  |  Chondracanthidae  |  Acanthochondria  |  Acanthochondria shawi,"Kim, I.H. (2014). Arthropoda, Maxillopoda, Copepoda, Cyclopoida : Fish-Parasitic Cyclopoid Copepods. <em>Invertebrate Fauna of Korea, National Institute of Biological Resources, Ministry of Environment(Korea).</em> 21(37):226 pp."
AphiaID:348374,Acanthochondria sicyasis,Animalia | Arthropoda | Copepoda | Cyclopoida | Chondracanthidae | Acanthochondria | Acanthochondria sicyasis,adult,ectoparasitic,AphiaID:AphiaID:348374,Gobiesox marmoratus,Animalia  |  Arthropoda  |  Copepoda  |  Cyclopoida  |  Chondracanthidae  |  Acanthochondria  |  Acanthochondria sicyasis,"Munoz, G. (2014). Parasites communities in the clingfish Gobiesox marmoratus from central Chile. Acta Parasitologica. 59(1):108-114. Mar 2014"
AphiaID:348374,Acanthochondria sicyasis,Animalia | Arthropoda | Copepoda | Cyclopoida | Chondracanthidae | Acanthochondria | Acanthochondria sicyasis,adult,ectoparasitic,AphiaID:AphiaID:348374,Sicyases sanguineus,Animalia  |  Arthropoda  |  Copepoda  |  Cyclopoida  |  Chondracanthidae  |  Acanthochondria  |  Acanthochondria sicyasis,"Villalba S., C. & J. Fernández Bargiela. (1985). Contribución al conocimiento de la familia Chondracanthidae en Chile (Copepoda: Poecilostomatoida). Contribution to the knowledge of the family Chondracanthidae in Chile (Copepoda: Poecilostomatoida). <em>G"
AphiaID:348374,Acanthochondria sicyasis,Animalia | Arthropoda | Copepoda | Cyclopoida | Chondracanthidae | Acanthochondria | Acanthochondria sicyasis,adult,ectoparasitic,AphiaID:AphiaID:348374,Auchenionchus variolosus,Animalia  |  Arthropoda  |  Copepoda  |  Cyclopoida  |  Chondracanthidae  |  Acanthochondria  |  Acanthochondria sicyasis,"Villalba S., C. & J. Fernández Bargiela. (1985). Contribución al conocimiento de la familia Chondracanthidae en Chile (Copepoda: Poecilostomatoida). Contribution to the knowledge of the family Chondracanthidae in Chile (Copepoda: Poecilostomatoida). <em>G"
AphiaID:348374,Acanthochondria sicyasis,Animalia | Arthropoda | Copepoda | Cyclopoida | Chondracanthidae | Acanthochondria | Acanthochondria sicyasis,adult,ectoparasitic,AphiaID:AphiaID:348374,Sicyases sanguineus,Animalia  |  Arthropoda  |  Copepoda  |  Cyclopoida  |  Chondracanthidae  |  Acanthochondria  |  Acanthochondria sicyasis,"Krøyer, H. (1863-64). Bidrag til Kundskab om Snyltekrebsene. <em>Naturhistorisk Tidsskrift Ser. III.</em> 2(1/2): 75-320, pls. 1-9 [1863]; 2(3): 321-426, pls. 10-18 [1864]."
AphiaID:348375,Acanthochondria sixteni,Animalia | Arthropoda | Copepoda | Cyclopoida | Chondracanthidae | Acanthochondria | Acanthochondria sixteni,adult,ectoparasitic,AphiaID:AphiaID:348375,Paralichthys olivaceus,Animalia  |  Arthropoda  |  Copepoda  |  Cyclopoida  |  Chondracanthidae  |  Acanthochondria  |  Acanthochondria sixteni,"Wilson, C.B. (1922). Parasitic copepods from Japan, including five new species. Arkiv för Zoologi 14(10):1-17, pls. 1-4. (11-i-1922)"
AphiaID:348375,Acanthochondria sixteni,Animalia | Arthropoda | Copepoda | Cyclopoida | Chondracanthidae | Acanthochondria | Acanthochondria sixteni,adult,ectoparasitic,AphiaID:AphiaID:348375,Lophiomus setigerus,Animalia  |  Arthropoda  |  Copepoda  |  Cyclopoida  |  Chondracanthidae  |  Acanthochondria  |  Acanthochondria sixteni,"Poly, W.J. & C.L. Mah. 2002. New host and distribution records for parasitic copepods in the northeast Pacific Ocean with a discussion of taxonomy of the genus Acanthochondria. Bulletin of Marine Science 69 (3): 1121-1127. (2001)"
AphiaID:348375,Acanthochondria sixteni,Animalia | Arthropoda | Copepoda | Cyclopoida | Chondracanthidae | Acanthochondria | Acanthochondria sixteni,adult,ectoparasitic,AphiaID:AphiaID:348375,Lophiomus setigerus,Animalia  |  Arthropoda  |  Copepoda  |  Cyclopoida  |  Chondracanthidae  |  Acanthochondria  |  Acanthochondria sixteni,"Ho, J.S. & I.H. Kim. (1995). Chondracanthid copepods (Poecilostomatoida) parasitic on fishes of the Sea of Japan. Reports of the Sado Marine Biological Station, Niigata University 25:31-44.  (iii.1995)"
AphiaID:357815,Chondracanthus solidus,Animalia | Arthropoda | Copepoda | Cyclopoida | Chondracanthidae | Acanthochondria | Chondracanthus solidus,adult,ectoparasitic,AphiaID:AphiaID:357815,Pleurogrammus azonus,Animalia  |  Arthropoda  |  Copepoda  |  Cyclopoida  |  Chondracanthidae  |  Acanthochondria  |  Chondracanthus solidus,"Kabata, Z. & A.V. Gusev. (1966). Parasitic Copepoda of fishes from the collection of the Zoological Institute in Leningrad. Journal of the Linnean Society, Zoology 46(309):155-207, figs. 1-176. (x-1966)"
AphiaID:348377,Acanthochondria spinulosa,Animalia | Arthropoda | Copepoda | Cyclopoida | Chondracanthidae | Acanthochondria | Acanthochondria spinulosa,adult,ectoparasitic,AphiaID:AphiaID:348377,Cynoponticus ferox,Animalia  |  Arthropoda  |  Copepoda  |  Cyclopoida  |  Chondracanthidae  |  Acanthochondria  |  Acanthochondria spinulosa,"Capart, A. (1959). Copépodes parasites. <em>Résultats Scientifiques de l'Expédition Océanographique Belge dans les Eaux Côtieres Afrricaines de l'Atlantique Sud (1948-1949). Institut Royale des Sciences Naturelles de Belgique.</em> 3(5):59-126, figs. 1-37"
AphiaID:348378,Acanthochondria spirigera,Animalia | Arthropoda | Copepoda | Cyclopoida | Chondracanthidae | Acanthochondria | Acanthochondria spirigera,adult,ectoparasitic,AphiaID:AphiaID:348378,Lophiomus setigerus,Animalia  |  Arthropoda  |  Copepoda  |  Cyclopoida  |  Chondracanthidae  |  Acanthochondria  |  Acanthochondria spirigera,"Avdeev, G.V. & V.N. Kazachenko. (1986). Parasitic copepods from fishes of the genus Lophiomus Gill in the Pacific. Crustaceana, Leiden 50(1):53-67, figs. 1-61. (i.1986)"
AphiaID:348378,Acanthochondria spirigera,Animalia | Arthropoda | Copepoda | Cyclopoida | Chondracanthidae | Acanthochondria | Acanthochondria spirigera,adult,ectoparasitic,AphiaID:AphiaID:348378,Lophiodes naresi,Animalia  |  Arthropoda  |  Copepoda  |  Cyclopoida  |  Chondracanthidae  |  Acanthochondria  |  Acanthochondria spirigera,"Shiino, S.M. (1955). Copepods parasitic on Japanese fishes. 9. Family Chondracanthidae, subfamily Chondracanthinae. Report of the Faculty of Fisheries, Prefectural University of Mie 2(1):70-111, figs. 1-24. (30-x-1955)"
AphiaID:348378,Acanthochondria spirigera,Animalia | Arthropoda | Copepoda | Cyclopoida | Chondracanthidae | Acanthochondria | Acanthochondria spirigera,adult,ectoparasitic,AphiaID:AphiaID:348378,Lophiomus setigerus,Animalia  |  Arthropoda  |  Copepoda  |  Cyclopoida  |  Chondracanthidae  |  Acanthochondria  |  Acanthochondria spirigera,"Shiino, S.M. (1955). Copepods parasitic on Japanese fishes. 9. Family Chondracanthidae, subfamily Chondracanthinae. Report of the Faculty of Fisheries, Prefectural University of Mie 2(1):70-111, figs. 1-24. (30-x-1955)"
AphiaID:348378,Acanthochondria spirigera,Animalia | Arthropoda | Copepoda | Cyclopoida | Chondracanthidae | Acanthochondria | Acanthochondria spirigera,adult,ectoparasitic,AphiaID:AphiaID:348378,Lophiomus setigerus,Animalia  |  Arthropoda  |  Copepoda  |  Cyclopoida  |  Chondracanthidae  |  Acanthochondria  |  Acanthochondria spirigera,"Poly, W.J. & C.L. Mah. 2002. New host and distribution records for parasitic copepods in the northeast Pacific Ocean with a discussion of taxonomy of the genus Acanthochondria. Bulletin of Marine Science 69 (3): 1121-1127. (2001)"
AphiaID:429380,Bereacanthus ancoralis,Animalia | Arthropoda | Copepoda | Cyclopoida | Chondracanthidae | Acanthochondria | Bereacanthus ancoralis,adult,ectoparasitic,AphiaID:AphiaID:429380,Ogcocephalus nasutus,Animalia  |  Arthropoda  |  Copepoda  |  Cyclopoida  |  Chondracanthidae  |  Acanthochondria  |  Bereacanthus ancoralis,"Pearse, A.S. (1952). Parasitic crustaceans from Alligator Harbor, Florida. <em>Quarterly Journal of the Florida Academy of Sciences.</em> 15(4):187-243, figs. 1-143.  Dec  1952."
AphiaID:348382,Acanthochondria uranoscopi,Animalia | Arthropoda | Copepoda | Cyclopoida | Chondracanthidae | Acanthochondria | Acanthochondria uranoscopi,adult,ectoparasitic,AphiaID:AphiaID:348382,Uranoscopus japonicus,Animalia  |  Arthropoda  |  Copepoda  |  Cyclopoida  |  Chondracanthidae  |  Acanthochondria  |  Acanthochondria uranoscopi,"Ho, J.S. & I.H. Kim. (1995). Chondracanthid copepods (Poecilostomatoida) parasitic on fishes of the Sea of Japan. Reports of the Sado Marine Biological Station, Niigata University 25:31-44.  (iii.1995)"
AphiaID:348382,Acanthochondria uranoscopi,Animalia | Arthropoda | Copepoda | Cyclopoida | Chondracanthidae | Acanthochondria | Acanthochondria uranoscopi,adult,ectoparasitic,AphiaID:AphiaID:348382,Uranoscopus japonicus,Animalia  |  Arthropoda  |  Copepoda  |  Cyclopoida  |  Chondracanthidae  |  Acanthochondria  |  Acanthochondria uranoscopi,"Ho, J.S. & I.H. Kim. (1995). Acanthochondria (Copepoda: Chondracanthidae) parasitic on fishes of Sado Island in the Sea of Japan, with a preliminary review of the genus. Reports of the Sado Marine Biological Station, Niigata University 25:45-67. (iii.1995"
AphiaID:348383,Acanthochondria vancouverensis,Animalia | Arthropoda | Copepoda | Cyclopoida | Chondracanthidae | Acanthochondria | Acanthochondria vancouverensis,adult,ectoparasitic,AphiaID:AphiaID:348383,Scorpaenichthys marmoratus,Animalia  |  Arthropoda  |  Copepoda  |  Cyclopoida  |  Chondracanthidae  |  Acanthochondria  |  Acanthochondria vancouverensis,"Kabata, Z. (1984). A contribution to the knowledge of Chondracanthidae (Copepoda: Poecilostomatoida) parasitic on fishes of British Columbia. Canadian Journal of Zoology 62(9):1703-1713, figs. 1-67. (ix-1984, French summary.)"
AphiaID:348383,Acanthochondria vancouverensis,Animalia | Arthropoda | Copepoda | Cyclopoida | Chondracanthidae | Acanthochondria | Acanthochondria vancouverensis,adult,ectoparasitic,AphiaID:AphiaID:348383,Scorpaenichthys marmoratus,Animalia  |  Arthropoda  |  Copepoda  |  Cyclopoida  |  Chondracanthidae  |  Acanthochondria  |  Acanthochondria vancouverensis,"Margolis, L. & Z. Kabata, eds. (1988). Guide to the parasites of fishes of Canada. Part II - Crustacea. Canadian Special Publication in Fisheries and Aquatic Sciences 101:1-184."
AphiaID:348390,Acanthocolax similis,Animalia | Arthropoda | Copepoda | Cyclopoida | Bomolochidae | Acanthocolax | Acanthocolax similis,adult,ectoparasitic,AphiaID:AphiaID:348390,Pomacanthus paru,Animalia  |  Arthropoda  |  Copepoda  |  Cyclopoida  |  Bomolochidae  |  Acanthocolax  |  Acanthocolax similis,"Cressey, R.F. (1983). Parasitic copepods from the Gulf of Mexico and Caribbean Sea, II: Bomolochidae. Smithsonian Contributions to Zoology 389:i-iii, 1-35, figs. 1-119. (4-xi-1983)"
AphiaID:348390,Acanthocolax similis,Animalia | Arthropoda | Copepoda | Cyclopoida | Bomolochidae | Acanthocolax | Acanthocolax similis,adult,ectoparasitic,AphiaID:AphiaID:348390,Acanthurus bahianus,Animalia  |  Arthropoda  |  Copepoda  |  Cyclopoida  |  Bomolochidae  |  Acanthocolax  |  Acanthocolax similis,"Cressey, R.F. (1983). Parasitic copepods from the Gulf of Mexico and Caribbean Sea, II: Bomolochidae. Smithsonian Contributions to Zoology 389:i-iii, 1-35, figs. 1-119. (4-xi-1983)"
AphiaID:348390,Acanthocolax similis,Animalia | Arthropoda | Copepoda | Cyclopoida | Bomolochidae | Acanthocolax | Acanthocolax similis,adult,ectoparasitic,AphiaID:AphiaID:348390,Paracanthurus hepatus,Animalia  |  Arthropoda  |  Copepoda  |  Cyclopoida  |  Bomolochidae  |  Acanthocolax  |  Acanthocolax similis,"Vervoort, W. (1969). Caribbean Bomolochidae (Copepoda: Cyclopoida). Studies on the Fauna of Curaçao and Other Caribbean Islands 28(105):1-125, figs. 1-57. (Uitgaven Natuurwetensch. Studiekring Suriname Ned. Antillen, 53)."
AphiaID:465254,Hamaticolax galeichthyos,Animalia | Arthropoda | Copepoda | Cyclopoida | Bomolochidae | Acantholochus | Hamaticolax galeichthyos,adult,ectoparasitic,AphiaID:AphiaID:465254,Galeichthys peruvianus,Animalia  |  Arthropoda  |  Copepoda  |  Cyclopoida  |  Bomolochidae  |  Acantholochus  |  Hamaticolax galeichthyos,"Luque, J.L. & M. Bruno. (1990). Two new species of Acantholochus Cressey, 1984 (Copepoda: Bomolochidae) parasitic on Peruvian marine fishes. Journal of Natural History, London 24(1):241-249."
AphiaID:348463,Acantholochus nasus,Animalia | Arthropoda | Copepoda | Cyclopoida | Bomolochidae | Acantholochus | Acantholochus nasus,adult,ectoparasitic,AphiaID:AphiaID:348463,Anisotremus interruptus,Animalia  |  Arthropoda  |  Copepoda  |  Cyclopoida  |  Bomolochidae  |  Acantholochus  |  Acantholochus nasus,"Cressey, R.F. (1984). A new genus of bomolochid copepod from eastern Pacific haemulid fishes. Bulletin of Marine Science 35(2):182-186, figs. 1-11. (9-xi-1984)"
AphiaID:348463,Acantholochus nasus,Animalia | Arthropoda | Copepoda | Cyclopoida | Bomolochidae | Acantholochus | Acantholochus nasus,adult,ectoparasitic,AphiaID:AphiaID:348463,Orthopristis reddingi,Animalia  |  Arthropoda  |  Copepoda  |  Cyclopoida  |  Bomolochidae  |  Acantholochus  |  Acantholochus nasus,"Cressey, R.F. (1984). A new genus of bomolochid copepod from eastern Pacific haemulid fishes. Bulletin of Marine Science 35(2):182-186, figs. 1-11. (9-xi-1984)"
AphiaID:348463,Acantholochus nasus,Animalia | Arthropoda | Copepoda | Cyclopoida | Bomolochidae | Acantholochus | Acantholochus nasus,adult,ectoparasitic,AphiaID:AphiaID:348463,Anisotremus davidsonii,Animalia  |  Arthropoda  |  Copepoda  |  Cyclopoida  |  Bomolochidae  |  Acantholochus  |  Acantholochus nasus,"Cressey, R.F. (1984). A new genus of bomolochid copepod from eastern Pacific haemulid fishes. Bulletin of Marine Science 35(2):182-186, figs. 1-11. (9-xi-1984)"
AphiaID:348463,Acantholochus nasus,Animalia | Arthropoda | Copepoda | Cyclopoida | Bomolochidae | Acantholochus | Acantholochus nasus,adult,ectoparasitic,AphiaID:AphiaID:348463,Genyatremus dovii,Animalia  |  Arthropoda  |  Copepoda  |  Cyclopoida  |  Bomolochidae  |  Acantholochus  |  Acantholochus nasus,"Cressey, R.F. (1984). A new genus of bomolochid copepod from eastern Pacific haemulid fishes. Bulletin of Marine Science 35(2):182-186, figs. 1-11. (9-xi-1984)"
AphiaID:465255,Hamaticolax paralabracis,Animalia | Arthropoda | Copepoda | Cyclopoida | Bomolochidae | Acantholochus | Hamaticolax paralabracis,adult,ectoparasitic,AphiaID:AphiaID:465255,Paralabrax humeralis,Animalia  |  Arthropoda  |  Copepoda  |  Cyclopoida  |  Bomolochidae  |  Acantholochus  |  Hamaticolax paralabracis,"Luque, J.L. & M. Bruno. (1990). Two new species of Acantholochus Cressey, 1984 (Copepoda: Bomolochidae) parasitic on Peruvian marine fishes. Journal of Natural History, London 24(1):241-249."
AphiaID:348466,Acanthomolgus affinis,Animalia | Arthropoda | Copepoda | Cyclopoida | Rhynchomolgidae | Acanthomolgus | Acanthomolgus affinis,adult,ectoparasitic,AphiaID:AphiaID:348466,Plexaura homomalla,Animalia  |  Arthropoda  |  Copepoda  |  Cyclopoida  |  Rhynchomolgidae  |  Acanthomolgus  |  Acanthomolgus affinis,"Stock, J.H. (1975). On twelve species of the genus Acanthomolgus (Copepoda Cyclopoida: Lichomolgidae) associated with West Indian octocorals. Bijdragen tot de Dierkunde 45(2):237-269, figs. 1-17."
AphiaID:348469,Acanthomolgus bayeri,Animalia | Arthropoda | Copepoda | Cyclopoida | Rhynchomolgidae | Acanthomolgus | Acanthomolgus bayeri,adult,ectoparasitic,AphiaID:AphiaID:348469,Pseudoplexaura porosa,Animalia  |  Arthropoda  |  Copepoda  |  Cyclopoida  |  Rhynchomolgidae  |  Acanthomolgus  |  Acanthomolgus bayeri,"Humes, A.G. (1973). Cyclopoid copepods of the genus Acanthomolgus (Lichomolgidae) associated with gorgonians in Bermuda. Journal of Natural History, London 7(1):85-115, figs. 1-104. (1-i-1973)"
AphiaID:348470,Acanthomolgus bilobipes,Animalia | Arthropoda | Copepoda | Cyclopoida | Rhynchomolgidae | Acanthomolgus | Acanthomolgus bilobipes,adult,ectoparasitic,AphiaID:AphiaID:348470,Antillogorgia acerosa,Animalia  |  Arthropoda  |  Copepoda  |  Cyclopoida  |  Rhynchomolgidae  |  Acanthomolgus  |  Acanthomolgus bilobipes,"Stock, J.H. (1975). On twelve species of the genus Acanthomolgus (Copepoda Cyclopoida: Lichomolgidae) associated with West Indian octocorals. Bijdragen tot de Dierkunde 45(2):237-269, figs. 1-17."
AphiaID:348470,Acanthomolgus bilobipes,Animalia | Arthropoda | Copepoda | Cyclopoida | Rhynchomolgidae | Acanthomolgus | Acanthomolgus bilobipes,adult,ectoparasitic,AphiaID:AphiaID:348470,Antillogorgia acerosa,Animalia  |  Arthropoda  |  Copepoda  |  Cyclopoida  |  Rhynchomolgidae  |  Acanthomolgus  |  Acanthomolgus bilobipes,"Humes, A.G. & J.H. Stock. (1973). A revision of the family Lichomolgidae Kossman, 1877, cyclopoid copepods mainly associated with marine invertebrates. <em>Smithsonian Contributions to Zoology.</em> 127: i-v, 1-368, figs. 1-187. (12-xi-1973)."
AphiaID:348484,Acanthomolgus seticornis,Animalia | Arthropoda | Copepoda | Cyclopoida | Rhynchomolgidae | Acanthomolgus | Acanthomolgus seticornis,adult,ectoparasitic,AphiaID:AphiaID:348484,Plexaurella dichotoma,Animalia  |  Arthropoda  |  Copepoda  |  Cyclopoida  |  Rhynchomolgidae  |  Acanthomolgus  |  Acanthomolgus seticornis,"Stock, J.H. (1975). On twelve species of the genus Acanthomolgus (Copepoda Cyclopoida: Lichomolgidae) associated with West Indian octocorals. Bijdragen tot de Dierkunde 45(2):237-269, figs. 1-17."
